sl_no,image_id,fruit_name,label
27214,rottenCucumber (262),Cucumber,Rotten
27215,rottenCucumber (131),Cucumber,Rotten
27216,rottenCucumber (579),Cucumber,Rotten
27217,rottenCucumber (510),Cucumber,Rotten
27218,rottenCucumber (534),Cucumber,Rotten
27219,rottenCucumber (230),Cucumber,Rotten
27220,rottenCucumber (252),Cucumber,Rotten
27221,rottenCucumber (60),Cucumber,Rotten
27222,rottenCucumber (166),Cucumber,Rotten
27223,rottenCucumber (213),Cucumber,Rotten
27224,rottenCucumber (233),Cucumber,Rotten
27225,rottenCucumber (499),Cucumber,Rotten
27226,rottenCucumber (126),Cucumber,Rotten
27227,rottenCucumber (94),Cucumber,Rotten
27228,rottenCucumber (445),Cucumber,Rotten
27229,rottenCucumber (191),Cucumber,Rotten
27230,rottenCucumber (194),Cucumber,Rotten
27231,rottenCucumber (365),Cucumber,Rotten
27232,rottenCucumber (406),Cucumber,Rotten
27233,rottenCucumber (416),Cucumber,Rotten
27234,rottenCucumber (18),Cucumber,Rotten
27235,rottenCucumber (548),Cucumber,Rotten
27236,rottenCucumber (41),Cucumber,Rotten
27237,rottenCucumber (423),Cucumber,Rotten
27238,rottenCucumber (135),Cucumber,Rotten
27239,rottenCucumber (207),Cucumber,Rotten
27240,rottenCucumber (349),Cucumber,Rotten
27241,rottenCucumber (483),Cucumber,Rotten
27242,rottenCucumber (513),Cucumber,Rotten
27243,rottenCucumber (381),Cucumber,Rotten
27244,rottenCucumber (66),Cucumber,Rotten
27245,rottenCucumber (151),Cucumber,Rotten
27246,rottenCucumber (563),Cucumber,Rotten
27247,rottenCucumber (370),Cucumber,Rotten
27248,rottenCucumber (516),Cucumber,Rotten
27249,rottenCucumber (52),Cucumber,Rotten
27250,rottenCucumber (238),Cucumber,Rotten
27251,rottenCucumber (567),Cucumber,Rotten
27252,rottenCucumber (42),Cucumber,Rotten
27253,rottenCucumber (484),Cucumber,Rotten
27254,rottenCucumber (226),Cucumber,Rotten
27255,rottenCucumber (214),Cucumber,Rotten
27256,rottenCucumber (512),Cucumber,Rotten
27257,rottenCucumber (466),Cucumber,Rotten
27258,rottenCucumber (514),Cucumber,Rotten
27259,rottenCucumber (355),Cucumber,Rotten
27260,rottenCucumber (201),Cucumber,Rotten
27261,rottenCucumber (35),Cucumber,Rotten
27262,rottenCucumber (468),Cucumber,Rotten
27263,rottenCucumber (47),Cucumber,Rotten
27264,rottenCucumber (264),Cucumber,Rotten
27265,rottenCucumber (404),Cucumber,Rotten
27266,rottenCucumber (82),Cucumber,Rotten
27267,rottenCucumber (196),Cucumber,Rotten
27268,rottenCucumber (37),Cucumber,Rotten
27269,rottenCucumber (434),Cucumber,Rotten
27270,rottenCucumber (442),Cucumber,Rotten
27271,rottenCucumber (405),Cucumber,Rotten
27272,rottenCucumber (467),Cucumber,Rotten
27273,rottenCucumber (348),Cucumber,Rotten
27274,rottenCucumber (540),Cucumber,Rotten
27275,rottenCucumber (124),Cucumber,Rotten
27276,rottenCucumber (571),Cucumber,Rotten
27277,rottenCucumber (165),Cucumber,Rotten
27278,rottenCucumber (57),Cucumber,Rotten
27279,rottenCucumber (39),Cucumber,Rotten
27280,rottenCucumber (122),Cucumber,Rotten
27281,rottenCucumber (528),Cucumber,Rotten
27282,rottenCucumber (368),Cucumber,Rotten
27283,rottenCucumber (2),Cucumber,Rotten
27284,rottenCucumber (539),Cucumber,Rotten
27285,rottenCucumber (15),Cucumber,Rotten
27286,rottenCucumber (235),Cucumber,Rotten
27287,rottenCucumber (283),Cucumber,Rotten
27288,rottenCucumber (286),Cucumber,Rotten
27289,rottenCucumber (251),Cucumber,Rotten
27290,rottenCucumber (500),Cucumber,Rotten
27291,rottenCucumber (408),Cucumber,Rotten
27292,rottenCucumber (407),Cucumber,Rotten
27293,rottenCucumber (250),Cucumber,Rotten
27294,rottenCucumber (55),Cucumber,Rotten
27295,rottenCucumber (581),Cucumber,Rotten
27296,rottenCucumber (358),Cucumber,Rotten
27297,rottenCucumber (114),Cucumber,Rotten
27298,rottenCucumber (261),Cucumber,Rotten
27299,rottenCucumber (153),Cucumber,Rotten
27300,rottenCucumber (547),Cucumber,Rotten
27301,rottenCucumber (154),Cucumber,Rotten
27302,rottenCucumber (81),Cucumber,Rotten
27303,rottenCucumber (336),Cucumber,Rotten
27304,rottenCucumber (74),Cucumber,Rotten
27305,rottenCucumber (189),Cucumber,Rotten
27306,rottenCucumber (342),Cucumber,Rotten
27307,rottenCucumber (590),Cucumber,Rotten
27308,rottenCucumber (45),Cucumber,Rotten
27309,rottenCucumber (12),Cucumber,Rotten
27310,rottenCucumber (568),Cucumber,Rotten
27311,rottenCucumber (575),Cucumber,Rotten
27312,rottenCucumber (281),Cucumber,Rotten
27313,rottenCucumber (592),Cucumber,Rotten
27314,rottenCucumber (272),Cucumber,Rotten
27315,rottenCucumber (502),Cucumber,Rotten
27316,rottenCucumber (353),Cucumber,Rotten
27317,rottenCucumber (448),Cucumber,Rotten
27318,rottenCucumber (582),Cucumber,Rotten
27319,rottenCucumber (239),Cucumber,Rotten
27320,rottenCucumber (459),Cucumber,Rotten
27321,rottenCucumber (287),Cucumber,Rotten
27322,rottenCucumber (13),Cucumber,Rotten
27323,rottenCucumber (308),Cucumber,Rotten
27324,rottenCucumber (429),Cucumber,Rotten
27325,rottenCucumber (328),Cucumber,Rotten
27326,rottenCucumber (382),Cucumber,Rotten
27327,rottenCucumber (485),Cucumber,Rotten
27328,rottenCucumber (356),Cucumber,Rotten
27329,rottenCucumber (577),Cucumber,Rotten
27330,rottenCucumber (71),Cucumber,Rotten
27331,rottenCucumber (93),Cucumber,Rotten
27332,rottenCucumber (134),Cucumber,Rotten
27333,rottenCucumber (144),Cucumber,Rotten
27334,rottenCucumber (374),Cucumber,Rotten
27335,rottenCucumber (243),Cucumber,Rotten
27336,rottenCucumber (508),Cucumber,Rotten
27337,rottenCucumber (450),Cucumber,Rotten
27338,rottenCucumber (387),Cucumber,Rotten
27339,rottenCucumber (109),Cucumber,Rotten
27340,rottenCucumber (271),Cucumber,Rotten
27341,rottenCucumber (397),Cucumber,Rotten
27342,rottenCucumber (86),Cucumber,Rotten
27343,rottenCucumber (572),Cucumber,Rotten
27344,rottenCucumber (306),Cucumber,Rotten
27345,rottenCucumber (400),Cucumber,Rotten
27346,rottenCucumber (113),Cucumber,Rotten
27347,rottenCucumber (22),Cucumber,Rotten
27348,rottenCucumber (333),Cucumber,Rotten
27349,rottenCucumber (452),Cucumber,Rotten
27350,rottenCucumber (204),Cucumber,Rotten
27351,rottenCucumber (538),Cucumber,Rotten
27352,rottenCucumber (507),Cucumber,Rotten
27353,rottenCucumber (295),Cucumber,Rotten
27354,rottenCucumber (110),Cucumber,Rotten
27355,rottenCucumber (244),Cucumber,Rotten
27356,rottenCucumber (267),Cucumber,Rotten
27357,rottenCucumber (465),Cucumber,Rotten
27358,rottenCucumber (200),Cucumber,Rotten
27359,rottenCucumber (171),Cucumber,Rotten
27360,rottenCucumber (67),Cucumber,Rotten
27361,rottenCucumber (522),Cucumber,Rotten
27362,rottenCucumber (184),Cucumber,Rotten
27363,rottenCucumber (198),Cucumber,Rotten
27364,rottenCucumber (25),Cucumber,Rotten
27365,rottenCucumber (518),Cucumber,Rotten
27366,rottenCucumber (488),Cucumber,Rotten
27367,rottenCucumber (304),Cucumber,Rotten
27368,rottenCucumber (188),Cucumber,Rotten
27369,rottenCucumber (249),Cucumber,Rotten
27370,rottenCucumber (190),Cucumber,Rotten
27371,rottenCucumber (138),Cucumber,Rotten
27372,rottenCucumber (313),Cucumber,Rotten
27373,rottenCucumber (586),Cucumber,Rotten
27374,rottenCucumber (398),Cucumber,Rotten
27375,rottenCucumber (396),Cucumber,Rotten
27376,rottenCucumber (589),Cucumber,Rotten
27377,rottenCucumber (181),Cucumber,Rotten
27378,rottenCucumber (451),Cucumber,Rotten
27379,rottenCucumber (340),Cucumber,Rotten
27380,rottenCucumber (115),Cucumber,Rotten
27381,rottenCucumber (469),Cucumber,Rotten
27382,rottenCucumber (65),Cucumber,Rotten
27383,rottenCucumber (280),Cucumber,Rotten
27384,rottenCucumber (80),Cucumber,Rotten
27385,rottenCucumber (87),Cucumber,Rotten
27386,rottenCucumber (525),Cucumber,Rotten
27387,rottenCucumber (532),Cucumber,Rotten
27388,rottenCucumber (557),Cucumber,Rotten
27389,rottenCucumber (312),Cucumber,Rotten
27390,rottenCucumber (104),Cucumber,Rotten
27391,rottenCucumber (161),Cucumber,Rotten
27392,rottenCucumber (564),Cucumber,Rotten
27393,rottenCucumber (220),Cucumber,Rotten
27394,rottenCucumber (527),Cucumber,Rotten
27395,rottenCucumber (364),Cucumber,Rotten
27396,rottenCucumber (584),Cucumber,Rotten
27397,rottenCucumber (218),Cucumber,Rotten
27398,rottenCucumber (236),Cucumber,Rotten
27399,rottenCucumber (273),Cucumber,Rotten
27400,rottenCucumber (560),Cucumber,Rotten
27401,rottenCucumber (133),Cucumber,Rotten
27402,rottenCucumber (217),Cucumber,Rotten
27403,rottenCucumber (410),Cucumber,Rotten
27404,rottenCucumber (555),Cucumber,Rotten
27405,rottenCucumber (478),Cucumber,Rotten
27406,rottenCucumber (136),Cucumber,Rotten
27407,rottenCucumber (34),Cucumber,Rotten
27408,rottenCucumber (108),Cucumber,Rotten
27409,rottenCucumber (61),Cucumber,Rotten
27410,rottenCucumber (91),Cucumber,Rotten
27411,rottenCucumber (75),Cucumber,Rotten
27412,rottenCucumber (549),Cucumber,Rotten
27413,rottenCucumber (127),Cucumber,Rotten
27414,rottenCucumber (92),Cucumber,Rotten
27415,rottenCucumber (302),Cucumber,Rotten
27416,rottenCucumber (103),Cucumber,Rotten
27417,rottenCucumber (152),Cucumber,Rotten
27418,rottenCucumber (519),Cucumber,Rotten
27419,rottenCucumber (366),Cucumber,Rotten
27420,rottenCucumber (480),Cucumber,Rotten
27421,rottenCucumber (506),Cucumber,Rotten
27422,rottenCucumber (275),Cucumber,Rotten
27423,rottenCucumber (373),Cucumber,Rotten
27424,rottenCucumber (493),Cucumber,Rotten
27425,rottenCucumber (268),Cucumber,Rotten
27426,rottenCucumber (6),Cucumber,Rotten
27427,rottenCucumber (199),Cucumber,Rotten
27428,rottenCucumber (395),Cucumber,Rotten
27429,rottenCucumber (168),Cucumber,Rotten
27430,rottenCucumber (83),Cucumber,Rotten
27431,rottenCucumber (517),Cucumber,Rotten
27432,rottenCucumber (545),Cucumber,Rotten
27433,rottenCucumber (240),Cucumber,Rotten
27434,rottenCucumber (32),Cucumber,Rotten
27435,rottenCucumber (335),Cucumber,Rotten
27436,rottenCucumber (288),Cucumber,Rotten
27437,rottenCucumber (354),Cucumber,Rotten
27438,rottenCucumber (455),Cucumber,Rotten
27439,rottenCucumber (247),Cucumber,Rotten
27440,rottenCucumber (203),Cucumber,Rotten
27441,rottenCucumber (284),Cucumber,Rotten
27442,rottenCucumber (294),Cucumber,Rotten
27443,rottenCucumber (269),Cucumber,Rotten
27444,rottenCucumber (142),Cucumber,Rotten
27445,rottenCucumber (422),Cucumber,Rotten
27446,rottenCucumber (276),Cucumber,Rotten
27447,rottenCucumber (380),Cucumber,Rotten
27448,rottenCucumber (401),Cucumber,Rotten
27449,rottenCucumber (551),Cucumber,Rotten
27450,rottenCucumber (326),Cucumber,Rotten
27451,rottenCucumber (497),Cucumber,Rotten
27452,rottenCucumber (424),Cucumber,Rotten
27453,rottenCucumber (385),Cucumber,Rotten
27454,rottenCucumber (23),Cucumber,Rotten
27455,rottenCucumber (99),Cucumber,Rotten
27456,rottenCucumber (258),Cucumber,Rotten
27457,rottenCucumber (327),Cucumber,Rotten
27458,rottenCucumber (53),Cucumber,Rotten
27459,rottenCucumber (85),Cucumber,Rotten
27460,rottenCucumber (228),Cucumber,Rotten
27461,rottenCucumber (97),Cucumber,Rotten
27462,rottenCucumber (521),Cucumber,Rotten
27463,rottenCucumber (535),Cucumber,Rotten
27464,rottenCucumber (70),Cucumber,Rotten
27465,rottenCucumber (562),Cucumber,Rotten
27466,rottenCucumber (59),Cucumber,Rotten
27467,rottenCucumber (446),Cucumber,Rotten
27468,rottenCucumber (202),Cucumber,Rotten
27469,rottenCucumber (179),Cucumber,Rotten
27470,rottenCucumber (150),Cucumber,Rotten
27471,rottenCucumber (420),Cucumber,Rotten
27472,rottenCucumber (224),Cucumber,Rotten
27473,rottenCucumber (107),Cucumber,Rotten
27474,rottenCucumber (399),Cucumber,Rotten
27475,rottenCucumber (419),Cucumber,Rotten
27476,rottenCucumber (303),Cucumber,Rotten
27477,rottenCucumber (210),Cucumber,Rotten
27478,rottenCucumber (520),Cucumber,Rotten
27479,rottenCucumber (428),Cucumber,Rotten
27480,rottenCucumber (163),Cucumber,Rotten
27481,rottenCucumber (379),Cucumber,Rotten
27482,rottenCucumber (389),Cucumber,Rotten
27483,rottenCucumber (278),Cucumber,Rotten
27484,rottenCucumber (76),Cucumber,Rotten
27485,rottenCucumber (489),Cucumber,Rotten
27486,rottenCucumber (237),Cucumber,Rotten
27487,rottenCucumber (274),Cucumber,Rotten
27488,rottenCucumber (95),Cucumber,Rotten
27489,rottenCucumber (360),Cucumber,Rotten
27490,rottenCucumber (443),Cucumber,Rotten
27491,rottenCucumber (524),Cucumber,Rotten
27492,rottenCucumber (496),Cucumber,Rotten
27493,rottenCucumber (48),Cucumber,Rotten
27494,rottenCucumber (292),Cucumber,Rotten
27495,rottenCucumber (432),Cucumber,Rotten
27496,rottenCucumber (259),Cucumber,Rotten
27497,rottenCucumber (299),Cucumber,Rotten
27498,rottenCucumber (49),Cucumber,Rotten
27499,rottenCucumber (315),Cucumber,Rotten
27500,rottenCucumber (371),Cucumber,Rotten
27501,rottenCucumber (38),Cucumber,Rotten
27502,rottenCucumber (587),Cucumber,Rotten
27503,rottenCucumber (148),Cucumber,Rotten
27504,rottenCucumber (413),Cucumber,Rotten
27505,rottenCucumber (477),Cucumber,Rotten
27506,rottenCucumber (182),Cucumber,Rotten
27507,rottenCucumber (229),Cucumber,Rotten
27508,rottenCucumber (279),Cucumber,Rotten
27509,rottenCucumber (415),Cucumber,Rotten
27510,rottenCucumber (26),Cucumber,Rotten
27511,rottenCucumber (282),Cucumber,Rotten
27512,rottenCucumber (206),Cucumber,Rotten
27513,rottenCucumber (390),Cucumber,Rotten
27514,rottenCucumber (293),Cucumber,Rotten
27515,rottenCucumber (291),Cucumber,Rotten
27516,rottenCucumber (310),Cucumber,Rotten
27517,rottenCucumber (495),Cucumber,Rotten
27518,rottenCucumber (40),Cucumber,Rotten
27519,rottenCucumber (461),Cucumber,Rotten
27520,rottenCucumber (403),Cucumber,Rotten
27521,rottenCucumber (541),Cucumber,Rotten
27522,rottenCucumber (585),Cucumber,Rotten
27523,rottenCucumber (591),Cucumber,Rotten
27524,rottenCucumber (436),Cucumber,Rotten
27525,rottenCucumber (143),Cucumber,Rotten
27526,rottenCucumber (331),Cucumber,Rotten
27527,rottenCucumber (10),Cucumber,Rotten
27528,rottenCucumber (123),Cucumber,Rotten
27529,rottenCucumber (383),Cucumber,Rotten
27530,rottenCucumber (578),Cucumber,Rotten
27531,rottenCucumber (417),Cucumber,Rotten
27532,rottenCucumber (159),Cucumber,Rotten
27533,rottenCucumber (454),Cucumber,Rotten
27534,rottenCucumber (325),Cucumber,Rotten
27535,rottenCucumber (321),Cucumber,Rotten
27536,rottenCucumber (471),Cucumber,Rotten
27537,rottenCucumber (119),Cucumber,Rotten
27538,rottenCucumber (339),Cucumber,Rotten
27539,rottenCucumber (341),Cucumber,Rotten
27540,rottenCucumber (388),Cucumber,Rotten
27541,rottenCucumber (314),Cucumber,Rotten
27542,rottenCucumber (7),Cucumber,Rotten
27543,rottenCucumber (300),Cucumber,Rotten
27544,rottenCucumber (430),Cucumber,Rotten
27545,rottenCucumber (180),Cucumber,Rotten
27546,rottenCucumber (352),Cucumber,Rotten
27547,rottenCucumber (102),Cucumber,Rotten
27548,rottenCucumber (357),Cucumber,Rotten
27549,rottenCucumber (470),Cucumber,Rotten
27550,rottenCucumber (79),Cucumber,Rotten
27551,rottenCucumber (88),Cucumber,Rotten
27552,rottenCucumber (462),Cucumber,Rotten
27553,rottenCucumber (289),Cucumber,Rotten
27554,rottenCucumber (248),Cucumber,Rotten
27555,rottenCucumber (337),Cucumber,Rotten
27556,rottenCucumber (324),Cucumber,Rotten
27557,rottenCucumber (317),Cucumber,Rotten
27558,rottenCucumber (475),Cucumber,Rotten
27559,rottenCucumber (554),Cucumber,Rotten
27560,rottenCucumber (242),Cucumber,Rotten
27561,rottenCucumber (559),Cucumber,Rotten
27562,rottenCucumber (43),Cucumber,Rotten
27563,rottenCucumber (533),Cucumber,Rotten
27564,rottenCucumber (305),Cucumber,Rotten
27565,rottenCucumber (177),Cucumber,Rotten
27566,rottenCucumber (211),Cucumber,Rotten
27567,rottenCucumber (170),Cucumber,Rotten
27568,rottenCucumber (89),Cucumber,Rotten
27569,rottenCucumber (530),Cucumber,Rotten
27570,rottenCucumber (494),Cucumber,Rotten
27571,rottenCucumber (487),Cucumber,Rotten
27572,rottenCucumber (64),Cucumber,Rotten
27573,rottenCucumber (16),Cucumber,Rotten
27574,rottenCucumber (21),Cucumber,Rotten
27575,rottenCucumber (56),Cucumber,Rotten
27576,rottenCucumber (334),Cucumber,Rotten
27577,rottenCucumber (378),Cucumber,Rotten
27578,rottenCucumber (27),Cucumber,Rotten
27579,rottenCucumber (265),Cucumber,Rotten
27580,rottenCucumber (431),Cucumber,Rotten
27581,rottenCucumber (526),Cucumber,Rotten
27582,rottenCucumber (320),Cucumber,Rotten
27583,rottenCucumber (351),Cucumber,Rotten
27584,rottenCucumber (363),Cucumber,Rotten
27585,rottenCucumber (245),Cucumber,Rotten
27586,rottenCucumber (8),Cucumber,Rotten
27587,rottenCucumber (4),Cucumber,Rotten
27588,rottenCucumber (491),Cucumber,Rotten
27589,rottenCucumber (137),Cucumber,Rotten
27590,rottenCucumber (346),Cucumber,Rotten
27591,rottenCucumber (361),Cucumber,Rotten
27592,rottenCucumber (297),Cucumber,Rotten
27593,rottenCucumber (501),Cucumber,Rotten
27594,rottenCucumber (175),Cucumber,Rotten
27595,rottenCucumber (460),Cucumber,Rotten
27596,rottenCucumber (121),Cucumber,Rotten
27597,rottenCucumber (285),Cucumber,Rotten
27598,rottenCucumber (492),Cucumber,Rotten
27599,rottenCucumber (24),Cucumber,Rotten
27600,rottenCucumber (193),Cucumber,Rotten
27601,rottenCucumber (69),Cucumber,Rotten
27602,rottenCucumber (505),Cucumber,Rotten
27603,rottenCucumber (178),Cucumber,Rotten
27604,rottenCucumber (343),Cucumber,Rotten
27605,rottenCucumber (458),Cucumber,Rotten
27606,rottenCucumber (54),Cucumber,Rotten
27607,rottenCucumber (316),Cucumber,Rotten
27608,rottenCucumber (437),Cucumber,Rotten
27609,rottenCucumber (474),Cucumber,Rotten
27610,rottenCucumber (112),Cucumber,Rotten
27611,rottenCucumber (156),Cucumber,Rotten
27612,rottenCucumber (116),Cucumber,Rotten
27613,rottenCucumber (377),Cucumber,Rotten
27614,rottenCucumber (593),Cucumber,Rotten
27615,rottenCucumber (172),Cucumber,Rotten
27616,rottenCucumber (375),Cucumber,Rotten
27617,rottenCucumber (51),Cucumber,Rotten
27618,rottenCucumber (409),Cucumber,Rotten
27619,rottenCucumber (402),Cucumber,Rotten
27620,rottenCucumber (570),Cucumber,Rotten
27621,rottenCucumber (241),Cucumber,Rotten
27622,rottenCucumber (435),Cucumber,Rotten
27623,rottenCucumber (332),Cucumber,Rotten
27624,rottenCucumber (309),Cucumber,Rotten
27625,rottenCucumber (481),Cucumber,Rotten
27626,rottenCucumber (253),Cucumber,Rotten
27627,rottenCucumber (536),Cucumber,Rotten
27628,rottenCucumber (464),Cucumber,Rotten
27629,rottenCucumber (270),Cucumber,Rotten
27630,rottenCucumber (29),Cucumber,Rotten
27631,rottenCucumber (311),Cucumber,Rotten
27632,rottenCucumber (5),Cucumber,Rotten
27633,rottenCucumber (580),Cucumber,Rotten
27634,rottenCucumber (542),Cucumber,Rotten
27635,rottenCucumber (531),Cucumber,Rotten
27636,rottenCucumber (132),Cucumber,Rotten
27637,rottenCucumber (523),Cucumber,Rotten
27638,rottenCucumber (128),Cucumber,Rotten
27639,rottenCucumber (160),Cucumber,Rotten
27640,rottenCucumber (149),Cucumber,Rotten
27641,rottenCucumber (215),Cucumber,Rotten
27642,rottenCucumber (438),Cucumber,Rotten
27643,rottenCucumber (347),Cucumber,Rotten
27644,rottenCucumber (73),Cucumber,Rotten
27645,rottenCucumber (529),Cucumber,Rotten
27646,rottenCucumber (566),Cucumber,Rotten
27647,rottenCucumber (208),Cucumber,Rotten
27648,rottenCucumber (456),Cucumber,Rotten
27649,rottenCucumber (386),Cucumber,Rotten
27650,rottenCucumber (490),Cucumber,Rotten
27651,rottenCucumber (225),Cucumber,Rotten
27652,rottenCucumber (255),Cucumber,Rotten
27653,rottenCucumber (98),Cucumber,Rotten
27654,rottenCucumber (157),Cucumber,Rotten
27655,rottenCucumber (146),Cucumber,Rotten
27656,rottenCucumber (90),Cucumber,Rotten
27657,rottenCucumber (222),Cucumber,Rotten
27658,rottenCucumber (277),Cucumber,Rotten
27659,rottenCucumber (362),Cucumber,Rotten
27660,rottenCucumber (176),Cucumber,Rotten
27661,rottenCucumber (106),Cucumber,Rotten
27662,rottenCucumber (486),Cucumber,Rotten
27663,rottenCucumber (223),Cucumber,Rotten
27664,rottenCucumber (329),Cucumber,Rotten
27665,rottenCucumber (101),Cucumber,Rotten
27666,rottenCucumber (130),Cucumber,Rotten
27667,rottenCucumber (72),Cucumber,Rotten
27668,rottenCucumber (561),Cucumber,Rotten
27669,rottenCucumber (350),Cucumber,Rotten
27670,rottenCucumber (463),Cucumber,Rotten
27671,rottenCucumber (393),Cucumber,Rotten
27672,rottenCucumber (183),Cucumber,Rotten
27673,rottenCucumber (509),Cucumber,Rotten
27674,rottenCucumber (36),Cucumber,Rotten
27675,854,Strawberry,Healthy
27676,freshStrawberry (300),Strawberry,Healthy
27677,freshStrawberry (26),Strawberry,Healthy
27678,984,Strawberry,Healthy
27679,428,Strawberry,Healthy
27680,freshStrawberry (201),Strawberry,Healthy
27681,freshStrawberry (463),Strawberry,Healthy
27682,110,Strawberry,Healthy
27683,642,Strawberry,Healthy
27684,894,Strawberry,Healthy
27685,715,Strawberry,Healthy
27686,freshStrawberry (523),Strawberry,Healthy
27687,670,Strawberry,Healthy
27688,815,Strawberry,Healthy
27689,freshStrawberry (65),Strawberry,Healthy
27690,832,Strawberry,Healthy
27691,996,Strawberry,Healthy
27692,420,Strawberry,Healthy
27693,50,Strawberry,Healthy
27694,57,Strawberry,Healthy
27695,687,Strawberry,Healthy
27696,376,Strawberry,Healthy
27697,501,Strawberry,Healthy
27698,freshStrawberry (405),Strawberry,Healthy
27699,freshStrawberry (578),Strawberry,Healthy
27700,793,Strawberry,Healthy
27701,838,Strawberry,Healthy
27702,806,Strawberry,Healthy
27703,338,Strawberry,Healthy
27704,freshStrawberry (555),Strawberry,Healthy
27705,730,Strawberry,Healthy
27706,885,Strawberry,Healthy
27707,freshStrawberry (268),Strawberry,Healthy
27708,771,Strawberry,Healthy
27709,373,Strawberry,Healthy
27710,909,Strawberry,Healthy
27711,157,Strawberry,Healthy
27712,freshStrawberry (271),Strawberry,Healthy
27713,19,Strawberry,Healthy
27714,freshStrawberry (256),Strawberry,Healthy
27715,494,Strawberry,Healthy
27716,680,Strawberry,Healthy
27717,489,Strawberry,Healthy
27718,375,Strawberry,Healthy
27719,462,Strawberry,Healthy
27720,freshStrawberry (7),Strawberry,Healthy
27721,freshStrawberry (211),Strawberry,Healthy
27722,942,Strawberry,Healthy
27723,852,Strawberry,Healthy
27724,833,Strawberry,Healthy
27725,419,Strawberry,Healthy
27726,freshStrawberry (121),Strawberry,Healthy
27727,freshStrawberry (71),Strawberry,Healthy
27728,freshStrawberry (482),Strawberry,Healthy
27729,freshStrawberry (266),Strawberry,Healthy
27730,freshStrawberry (36),Strawberry,Healthy
27731,726,Strawberry,Healthy
27732,851,Strawberry,Healthy
27733,freshStrawberry (540),Strawberry,Healthy
27734,505,Strawberry,Healthy
27735,873,Strawberry,Healthy
27736,830,Strawberry,Healthy
27737,729,Strawberry,Healthy
27738,freshStrawberry (3),Strawberry,Healthy
27739,286,Strawberry,Healthy
27740,598,Strawberry,Healthy
27741,freshStrawberry (342),Strawberry,Healthy
27742,freshStrawberry (285),Strawberry,Healthy
27743,freshStrawberry (210),Strawberry,Healthy
27744,989,Strawberry,Healthy
27745,703,Strawberry,Healthy
27746,414,Strawberry,Healthy
27747,111,Strawberry,Healthy
27748,805,Strawberry,Healthy
27749,620,Strawberry,Healthy
27750,freshStrawberry (270),Strawberry,Healthy
27751,freshStrawberry (160),Strawberry,Healthy
27752,7,Strawberry,Healthy
27753,freshStrawberry (409),Strawberry,Healthy
27754,888,Strawberry,Healthy
27755,freshStrawberry (264),Strawberry,Healthy
27756,175,Strawberry,Healthy
27757,freshStrawberry (532),Strawberry,Healthy
27758,964,Strawberry,Healthy
27759,502,Strawberry,Healthy
27760,804,Strawberry,Healthy
27761,212,Strawberry,Healthy
27762,114,Strawberry,Healthy
27763,413,Strawberry,Healthy
27764,692,Strawberry,Healthy
27765,513,Strawberry,Healthy
27766,freshStrawberry (25),Strawberry,Healthy
27767,freshStrawberry (423),Strawberry,Healthy
27768,freshStrawberry (529),Strawberry,Healthy
27769,327,Strawberry,Healthy
27770,299,Strawberry,Healthy
27771,354,Strawberry,Healthy
27772,850,Strawberry,Healthy
27773,226,Strawberry,Healthy
27774,freshStrawberry (200),Strawberry,Healthy
27775,freshStrawberry (489),Strawberry,Healthy
27776,407,Strawberry,Healthy
27777,freshStrawberry (6),Strawberry,Healthy
27778,freshStrawberry (208),Strawberry,Healthy
27779,630,Strawberry,Healthy
27780,785,Strawberry,Healthy
27781,freshStrawberry (304),Strawberry,Healthy
27782,122,Strawberry,Healthy
27783,827,Strawberry,Healthy
27784,847,Strawberry,Healthy
27785,910,Strawberry,Healthy
27786,freshStrawberry (374),Strawberry,Healthy
27787,42,Strawberry,Healthy
27788,22,Strawberry,Healthy
27789,572,Strawberry,Healthy
27790,370,Strawberry,Healthy
27791,freshStrawberry (272),Strawberry,Healthy
27792,freshStrawberry (176),Strawberry,Healthy
27793,332,Strawberry,Healthy
27794,freshStrawberry (168),Strawberry,Healthy
27795,47,Strawberry,Healthy
27796,829,Strawberry,Healthy
27797,freshStrawberry (513),Strawberry,Healthy
27798,37,Strawberry,Healthy
27799,freshStrawberry (53),Strawberry,Healthy
27800,freshStrawberry (541),Strawberry,Healthy
27801,freshStrawberry (447),Strawberry,Healthy
27802,freshStrawberry (289),Strawberry,Healthy
27803,961,Strawberry,Healthy
27804,794,Strawberry,Healthy
27805,freshStrawberry (450),Strawberry,Healthy
27806,377,Strawberry,Healthy
27807,240,Strawberry,Healthy
27808,258,Strawberry,Healthy
27809,515,Strawberry,Healthy
27810,freshStrawberry (269),Strawberry,Healthy
27811,661,Strawberry,Healthy
27812,freshStrawberry (491),Strawberry,Healthy
27813,freshStrawberry (231),Strawberry,Healthy
27814,freshStrawberry (351),Strawberry,Healthy
27815,freshStrawberry (35),Strawberry,Healthy
27816,627,Strawberry,Healthy
27817,293,Strawberry,Healthy
27818,freshStrawberry (490),Strawberry,Healthy
27819,freshStrawberry (275),Strawberry,Healthy
27820,freshStrawberry (132),Strawberry,Healthy
27821,96,Strawberry,Healthy
27822,246,Strawberry,Healthy
27823,freshStrawberry (216),Strawberry,Healthy
27824,675,Strawberry,Healthy
27825,freshStrawberry (558),Strawberry,Healthy
27826,508,Strawberry,Healthy
27827,783,Strawberry,Healthy
